travelcode,usercode,name,place,days,price,total,date
70306.0,680.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2022-05-19
70308.0,680.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2022-06-02
70311.0,680.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2022-06-23
70312.0,680.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2022-06-30
70319.0,681.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2019-09-26
70325.0,682.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2019-09-26
70326.0,682.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2019-10-03
70331.0,682.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2019-11-07
70334.0,683.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2019-09-26
70337.0,683.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2019-10-17
70338.0,683.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2019-10-24
70341.0,683.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2019-11-14
70345.0,683.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2019-12-12
70350.0,683.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-01-16
70351.0,683.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-01-23
70352.0,683.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-01-30
70355.0,683.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-02-20
70364.0,683.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-04-23
70365.0,683.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-04-30
70366.0,683.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-05-07
70372.0,683.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-06-18
70376.0,683.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-07-16
70379.0,683.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-08-06
70382.0,683.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-08-27
70384.0,683.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-09-10
70385.0,683.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-09-17
70387.0,683.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-10-01
70390.0,683.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-10-22
70399.0,683.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-12-24
70409.0,683.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2021-03-04
70413.0,683.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-04-01
70414.0,683.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-04-08
70415.0,683.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-04-15
70417.0,683.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-04-29
70421.0,683.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-05-27
70424.0,683.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-06-17
70425.0,683.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2021-06-24
70433.0,683.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-08-19
70436.0,683.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-09-09
70439.0,683.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-09-30
70440.0,683.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2021-10-07
70446.0,683.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2021-11-18
70453.0,683.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2022-01-06
70456.0,683.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2022-01-27
70460.0,683.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2022-02-24
70462.0,683.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2022-03-10
70463.0,683.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2022-03-17
70464.0,683.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2022-03-24
70465.0,683.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2022-03-31
70466.0,683.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2022-04-07
70469.0,683.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2022-04-28
70478.0,683.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2022-06-30
70483.0,683.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2022-08-04
70488.0,683.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2022-09-08
70490.0,683.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2022-09-22
70500.0,683.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2022-12-01
70502.0,683.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2022-12-15
70506.0,683.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2023-01-12
70507.0,683.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2023-01-19
70508.0,684.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2019-09-26
70515.0,684.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2019-11-14
70521.0,684.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2019-12-26
70523.0,684.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-01-09
70525.0,684.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-01-23
70526.0,684.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-01-30
70527.0,684.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-02-06
70528.0,684.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-02-13
70530.0,684.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-02-27
70535.0,684.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-04-02
70557.0,684.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-09-03
70563.0,684.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-10-15
70578.0,684.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2021-01-28
70579.0,684.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-02-04
70582.0,684.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-02-25
70585.0,684.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-03-18
70594.0,684.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-05-20
70600.0,684.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-07-01
70603.0,684.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-07-22
70604.0,684.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-07-29
70607.0,684.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2021-08-19
70611.0,684.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-09-16
70620.0,684.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-11-18
70625.0,684.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-12-23
70627.0,684.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2022-01-06
70628.0,684.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2022-01-13
70631.0,684.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2022-02-03
70632.0,684.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2022-02-10
70635.0,684.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2022-03-03
70636.0,684.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2022-03-10
70644.0,684.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2022-05-05
70645.0,684.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2022-05-12
70646.0,684.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2022-05-19
70647.0,684.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2022-05-26
70648.0,684.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2022-06-02
70652.0,684.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2022-06-30
70655.0,684.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2022-07-21
70656.0,684.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2022-07-28
70657.0,684.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2022-08-04
70661.0,684.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2022-09-01
70662.0,684.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2022-09-08
70664.0,684.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2022-09-22
70665.0,684.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2022-09-29
70672.0,684.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2022-11-17
70677.0,684.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2022-12-22
70678.0,684.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2022-12-29
70680.0,684.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2023-01-12
70685.0,684.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2023-02-16
70687.0,684.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2023-03-02
70690.0,684.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2023-03-23
70692.0,684.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2023-04-06
70693.0,684.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2023-04-13
70694.0,684.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2023-04-20
70696.0,684.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2023-05-04
70700.0,685.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2019-10-17
70701.0,685.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2019-10-24
70702.0,685.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2019-10-31
70703.0,685.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2019-11-07
70709.0,685.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2019-12-19
70712.0,685.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2020-01-09
70716.0,685.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-02-06
70723.0,685.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-03-26
70724.0,685.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-04-02
70727.0,685.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-04-23
70728.0,685.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-04-30
70732.0,685.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-05-28
70733.0,685.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-06-04
70737.0,685.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-07-02
70746.0,685.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-09-03
70747.0,685.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-09-10
70750.0,685.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-10-01
70759.0,685.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-12-03
70767.0,685.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-01-28
70774.0,685.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-03-18
70775.0,685.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2021-03-25
70777.0,685.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-04-08
70780.0,685.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2021-04-29
70782.0,685.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2021-05-13
70788.0,685.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2021-06-24
70789.0,685.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-07-01
70790.0,685.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-07-08
70795.0,685.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-08-12
70796.0,685.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-08-19
70801.0,686.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2019-09-26
70802.0,686.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2019-10-03
70816.0,686.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-01-09
70819.0,686.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-01-30
70827.0,686.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-03-26
70832.0,686.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-04-30
70836.0,686.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-05-28
70837.0,686.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-06-04
70842.0,686.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-07-09
70844.0,686.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-07-23
70846.0,686.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-08-06
70849.0,686.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-08-27
70852.0,686.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-09-17
70857.0,686.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-10-22
70866.0,686.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-12-24
70880.0,686.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2021-04-01
70883.0,686.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-04-22
70885.0,686.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-05-06
70887.0,686.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2021-05-20
70889.0,686.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-06-03
70892.0,686.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-06-24
70894.0,686.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-07-08
70901.0,686.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-08-26
70903.0,686.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-09-09
70909.0,686.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-10-21
70912.0,687.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2019-09-26
70914.0,687.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2019-10-10
70918.0,687.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2019-11-07
70925.0,687.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2019-12-26
70931.0,687.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-02-06
70936.0,687.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-03-12
70938.0,687.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-03-26
70940.0,687.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-04-09
70943.0,687.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-04-30
70946.0,687.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-05-21
70948.0,687.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-06-04
70950.0,687.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-06-18
70951.0,687.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-06-25
70954.0,687.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-07-16
70957.0,687.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-08-06
70967.0,688.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2019-11-28
70968.0,688.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2019-12-05
70975.0,688.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-01-23
70977.0,688.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-02-06
70978.0,688.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-02-13
70985.0,688.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-04-02
70992.0,688.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-05-21
70999.0,688.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-07-09
71000.0,688.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-07-16
71003.0,688.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-08-06
71004.0,688.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-08-13
71005.0,688.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-08-20
71008.0,688.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-09-10
71011.0,688.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-10-01
71012.0,688.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-10-08
71017.0,688.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-11-12
71019.0,688.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-11-26
71021.0,688.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-12-10
71028.0,688.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-01-28
71038.0,688.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2021-04-08
71040.0,688.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2021-04-22
71041.0,688.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-04-29
71042.0,688.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-05-06
71044.0,688.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-05-20
71045.0,688.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-05-27
71052.0,689.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2019-10-24
71059.0,689.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2019-12-12
71063.0,689.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-01-09
71070.0,689.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-02-27
71071.0,689.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-03-05
71073.0,689.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-03-19
71074.0,689.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2020-03-26
71078.0,689.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-04-23
71083.0,689.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-05-28
71088.0,689.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-07-02
71090.0,689.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-07-16
71093.0,689.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-08-06
71100.0,689.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-09-24
71104.0,689.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-10-22
71106.0,689.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-11-05
71107.0,689.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-11-12
71112.0,689.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-12-17
71117.0,689.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-01-21
71119.0,689.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-02-04
71121.0,689.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-02-18
71123.0,689.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2021-03-04
71125.0,689.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-03-18
71128.0,689.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-04-08
71139.0,689.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-06-24
71146.0,690.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2019-09-26
71147.0,690.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2019-10-03
71153.0,690.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2019-11-14
71157.0,690.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2019-12-12
71158.0,690.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2019-12-19
71160.0,690.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-01-02
71161.0,690.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-01-09
71163.0,690.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-01-23
71177.0,690.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-04-30
71180.0,690.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-05-21
71186.0,690.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-07-02
71188.0,690.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-07-16
71191.0,690.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-08-06
71192.0,690.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-08-13
71197.0,690.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-09-17
71199.0,690.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-10-01
71201.0,690.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-10-15
71204.0,690.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-11-05
71206.0,690.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-11-19
71212.0,690.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-12-31
71216.0,690.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-01-28
71222.0,690.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-03-11
71234.0,690.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-06-03
71236.0,690.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2021-06-17
71237.0,690.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-06-24
71241.0,690.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2021-07-22
71244.0,690.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-08-12
71248.0,690.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-09-09
71249.0,690.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-09-16
71253.0,690.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-10-14
71254.0,690.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-10-21
71256.0,690.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-11-04
71257.0,690.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-11-11
71258.0,690.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-11-18
71259.0,690.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-11-25
71265.0,690.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2022-01-06
71267.0,690.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2022-01-20
71268.0,690.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2022-01-27
71278.0,690.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2022-04-07
71281.0,690.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2022-04-28
71285.0,690.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2022-05-26
71286.0,690.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2022-06-02
71290.0,690.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2022-06-30
71298.0,690.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2022-08-25
71305.0,690.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2022-10-13
71308.0,690.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2022-11-03
71309.0,690.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2022-11-10
71312.0,690.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2022-12-01
71313.0,691.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2019-09-26
71316.0,691.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2019-10-17
71317.0,691.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2019-10-24
71319.0,691.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2019-11-07
71322.0,691.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2019-11-28
71323.0,691.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2019-12-05
71325.0,691.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2019-12-19
71326.0,691.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2019-12-26
71327.0,691.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-01-02
71328.0,691.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-01-09
71333.0,691.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-02-13
71339.0,691.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-03-26
71340.0,691.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-04-02
71342.0,692.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2019-10-03
71352.0,693.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2019-10-17
71356.0,693.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2019-11-14
71362.0,693.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2019-12-26
71365.0,693.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-01-16
71367.0,693.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-01-30
71377.0,693.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-04-09
71378.0,693.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-04-16
71380.0,693.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-04-30
71382.0,693.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-05-14
71385.0,693.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-06-04
71388.0,693.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-06-25
71393.0,693.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-07-30
71394.0,693.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-08-06
71395.0,693.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-08-13
71400.0,693.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-09-17
71407.0,693.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-11-05
71410.0,693.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-11-26
71412.0,693.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-12-10
71414.0,693.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-12-24
71418.0,693.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2021-01-21
71423.0,693.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-02-25
71424.0,693.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2021-03-04
