travelcode,usercode,name,place,days,price,total,date,price_per_day
76472.0,744.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2021-02-11,250.416
76486.0,744.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-05-20,156.415
76493.0,744.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-07-08,138.69333333333333
76496.0,744.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-07-29,124.4925
76499.0,744.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-08-19,234.6225
76503.0,744.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-09-16,131.705
76504.0,744.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2021-09-23,156.51
76507.0,744.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2021-10-14,250.416
76511.0,744.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-11-11,250.26399999999998
76513.0,744.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-11-25,250.26399999999998
76516.0,744.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2021-12-16,156.51
76519.0,744.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2022-01-06,110.66000000000001
76520.0,744.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2022-01-13,40.26
76525.0,744.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2022-02-17,48.312
76528.0,744.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2022-03-10,104.325
76532.0,744.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2022-04-07,45.2925
76534.0,744.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2022-04-21,104.325
76537.0,744.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2022-05-12,131.705
76542.0,744.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2022-06-16,197.5575
76544.0,744.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2022-06-30,250.26399999999998
76547.0,744.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2022-07-21,110.66000000000001
76550.0,744.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2022-08-11,92.73333333333333
76552.0,744.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2022-08-25,208.67999999999998
76553.0,744.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2022-09-01,194.304
76557.0,744.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2022-09-29,250.416
76560.0,744.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2022-10-20,208.67999999999998
76565.0,744.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2022-11-24,165.08
76569.0,744.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2022-12-22,82.995
76573.0,744.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2023-01-19,123.81
76579.0,744.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2023-03-02,208.5533333333333
76581.0,744.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2023-03-16,250.416
76582.0,744.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2023-03-23,210.728
76592.0,745.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2019-09-26,121.44
76595.0,745.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2019-10-17,194.304
76598.0,745.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2019-11-07,48.312
76600.0,745.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2019-11-21,82.995
76602.0,745.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2019-12-05,175.60666666666668
76612.0,745.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-02-13,198.096
76616.0,745.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-03-12,198.096
76617.0,745.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-03-19,45.2925
76622.0,745.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-04-23,132.792
76630.0,745.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-06-18,182.16
76631.0,745.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-06-25,111.28
76636.0,745.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-07-30,124.4925
76639.0,745.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-08-20,198.096
76640.0,745.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-08-27,123.81
76641.0,745.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-09-03,69.55
76647.0,745.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-10-15,175.60666666666668
76650.0,745.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-11-05,198.096
76655.0,745.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-12-10,208.5533333333333
76656.0,745.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-12-17,156.51
76663.0,745.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2021-02-04,121.44
76664.0,745.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2021-02-11,234.765
76665.0,745.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-02-18,123.81
76666.0,745.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-02-25,182.16
76668.0,745.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-03-11,69.55
76673.0,745.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2021-04-15,234.765
76674.0,745.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2021-04-22,156.51
76675.0,745.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-04-29,131.705
76677.0,745.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2021-05-13,208.67999999999998
76682.0,745.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-06-17,182.16
76685.0,745.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-07-08,197.5575
76687.0,745.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2021-07-22,161.92
76696.0,745.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2021-09-23,250.416
76700.0,745.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2021-10-21,185.715
76705.0,745.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2021-11-25,156.51
76707.0,745.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2021-12-09,104.02
76708.0,745.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-12-16,175.60666666666668
76713.0,745.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2022-01-20,111.28
76718.0,746.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2019-10-24,69.55
76720.0,746.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2019-11-07,198.096
76724.0,746.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2019-12-05,104.02
76726.0,746.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2019-12-19,165.08
76732.0,746.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-01-30,175.60666666666668
76733.0,746.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-02-06,156.415
76734.0,746.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-02-13,156.415
76742.0,746.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-04-09,110.66000000000001
76747.0,746.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-05-14,69.55
76748.0,746.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-05-21,92.73333333333333
76754.0,746.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-07-02,234.765
76760.0,746.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-08-13,156.415
76761.0,746.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-08-20,165.08
76763.0,746.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-09-03,234.6225
76764.0,746.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-09-10,208.5533333333333
76765.0,746.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-09-17,30.195
76766.0,746.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-09-24,234.6225
76781.0,746.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-01-07,82.995
76782.0,746.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-01-14,175.60666666666668
76788.0,746.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-02-25,132.792
76789.0,746.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2021-03-04,121.44
76792.0,746.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-03-25,40.26
76793.0,746.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-04-01,131.705
76795.0,746.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-04-15,30.195
76800.0,746.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2021-05-20,156.51
76802.0,746.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-06-03,234.6225
76803.0,746.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-06-10,194.304
76807.0,746.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-07-08,82.995
76811.0,746.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-08-05,197.5575
76814.0,746.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-08-26,250.26399999999998
76816.0,746.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-09-09,197.5575
76829.0,746.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2021-12-09,165.08
76836.0,746.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2022-01-27,69.55
76840.0,746.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2022-02-24,132.792
76841.0,746.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2022-03-03,110.66000000000001
76846.0,746.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2022-04-07,208.5533333333333
76849.0,746.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2022-04-28,123.81
76850.0,746.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2022-05-05,111.28
76854.0,746.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2022-06-02,250.26399999999998
76858.0,746.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2022-06-30,250.26399999999998
76861.0,746.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2022-07-21,45.2925
76864.0,746.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2022-08-11,250.416
76865.0,746.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2022-08-18,182.16
76868.0,746.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2022-09-08,131.705
76869.0,746.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2022-09-15,69.55
76872.0,746.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2022-10-06,210.728
76874.0,746.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2022-10-20,156.51
76879.0,747.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2019-10-03,110.66000000000001
76881.0,747.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2019-10-17,156.415
76882.0,747.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2019-10-24,198.096
76888.0,747.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2019-12-05,110.66000000000001
76890.0,747.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2019-12-19,208.5533333333333
76893.0,747.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2020-01-09,250.416
76899.0,747.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-02-20,198.096
76900.0,747.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-02-27,165.08
76901.0,747.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-03-05,185.715
76906.0,747.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-04-09,48.312
76908.0,747.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-04-23,185.715
76912.0,747.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-05-21,132.792
76913.0,747.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-05-28,156.51
76919.0,747.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-07-09,156.415
76920.0,747.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-07-16,165.08
76922.0,747.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-07-30,124.4925
76926.0,747.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-08-27,40.26
76928.0,747.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-09-10,161.92
76931.0,747.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-10-01,92.73333333333333
76933.0,747.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-10-15,131.705
76934.0,747.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-10-22,166.432
76941.0,747.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-12-10,45.2925
76945.0,747.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-01-07,30.195
76946.0,747.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2021-01-14,208.5533333333333
76948.0,747.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-01-28,111.28
76952.0,747.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-02-25,111.28
76953.0,747.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2021-03-04,250.416
76954.0,747.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2021-03-11,104.02
76955.0,747.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-03-18,250.26399999999998
76958.0,747.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-04-08,138.69333333333333
76963.0,747.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-05-13,111.28
76966.0,747.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-06-03,40.26
76968.0,747.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-06-17,156.415
76969.0,747.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-06-24,197.5575
76972.0,747.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-07-15,156.415
76973.0,747.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2021-07-22,104.02
76979.0,747.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-09-02,197.5575
76980.0,747.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2021-09-09,208.5533333333333
76982.0,747.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-09-23,198.096
76984.0,747.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-10-07,82.995
76988.0,747.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-11-04,250.26399999999998
76989.0,747.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-11-11,123.81
76991.0,747.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2021-11-25,92.73333333333333
76992.0,747.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-12-02,30.195
76995.0,747.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2021-12-23,250.416
76996.0,747.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-12-30,110.66000000000001
77000.0,747.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2022-01-27,124.4925
77001.0,747.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2022-02-03,156.51
77002.0,747.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2022-02-10,234.6225
77006.0,747.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2022-03-10,250.26399999999998
77011.0,747.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2022-04-14,156.415
77013.0,747.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2022-04-28,92.73333333333333
77014.0,747.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2022-05-05,123.81
77016.0,748.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2019-10-03,110.66000000000001
77020.0,748.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2019-10-31,161.92
77021.0,748.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2019-11-07,175.60666666666668
77025.0,748.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2019-12-05,132.792
77032.0,748.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-01-23,234.765
77033.0,748.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-01-30,138.69333333333333
77036.0,748.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-02-20,45.2925
77042.0,748.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-04-02,194.304
77043.0,748.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-04-09,45.2925
77044.0,748.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-04-16,40.26
77047.0,748.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-05-07,69.55
77052.0,748.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-06-11,156.415
77054.0,748.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-06-25,194.304
77056.0,748.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-07-09,161.92
77057.0,748.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-07-16,234.765
77060.0,748.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-08-06,92.73333333333333
77062.0,748.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2020-08-20,250.416
77063.0,748.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-08-27,234.765
77068.0,748.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-10-01,208.5533333333333
77071.0,748.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-10-22,165.08
77075.0,748.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-11-19,48.312
77078.0,748.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-12-10,234.765
77084.0,748.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-01-21,194.304
77096.0,749.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2019-10-31,165.08
77102.0,749.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2019-12-12,156.51
77105.0,749.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-01-02,250.26399999999998
77107.0,749.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-01-16,234.765
77111.0,749.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-02-13,110.66000000000001
77112.0,749.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-02-20,131.705
77115.0,749.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-03-12,165.08
77118.0,749.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-04-02,45.2925
77120.0,749.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-04-16,123.81
77122.0,749.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-04-30,131.705
77123.0,749.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-05-07,210.728
77131.0,749.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-07-02,132.792
77135.0,749.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-07-30,175.60666666666668
77137.0,749.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-08-13,111.28
77148.0,749.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-10-29,166.432
77158.0,750.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2019-10-03,138.69333333333333
77160.0,750.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2019-10-17,175.60666666666668
77164.0,750.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2019-11-14,82.995
77166.0,750.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2019-11-28,156.415
77168.0,750.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2019-12-12,132.792
77169.0,750.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2019-12-19,234.765
77170.0,750.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2019-12-26,69.55
77172.0,750.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-01-09,45.2925
77175.0,750.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-01-30,45.2925
77180.0,750.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-03-05,208.5533333333333
77184.0,750.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-04-02,30.195
77190.0,750.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-05-14,132.792
77191.0,750.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-05-21,110.66000000000001
77192.0,750.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-05-28,198.096
77197.0,750.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-07-02,182.16
77198.0,750.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-07-09,48.312
77202.0,750.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-08-06,156.51
77203.0,751.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2019-09-26,156.51
77207.0,751.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2019-10-24,161.92
77210.0,751.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2019-11-14,234.6225
77216.0,751.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2019-12-26,82.995
77222.0,751.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-02-06,69.55
77223.0,751.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-02-13,156.51
77227.0,751.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-03-12,131.705
77228.0,751.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-03-19,123.81
77229.0,751.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-03-26,165.08
77235.0,751.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-05-07,210.728
77236.0,751.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-05-14,123.81
77240.0,751.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-06-11,45.2925
77244.0,751.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-07-09,194.304
77245.0,751.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-07-16,156.03
77247.0,751.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-07-30,161.92
77252.0,751.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-09-03,131.705
77255.0,751.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-09-24,156.415
77256.0,751.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2020-10-01,250.416
77267.0,751.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-12-17,175.60666666666668
77274.0,751.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-02-04,30.195
77276.0,751.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-02-18,156.415
77289.0,751.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-05-20,132.792
77292.0,751.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-06-10,166.432
77297.0,751.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-07-15,234.6225
77300.0,751.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-08-05,40.26
77306.0,751.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-09-16,48.312
77307.0,751.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-09-23,40.26
77308.0,751.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2021-09-30,185.715
77313.0,751.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-11-04,194.304
77317.0,751.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-12-02,131.705
77319.0,751.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-12-16,110.66000000000001
77320.0,751.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-12-23,250.26399999999998
77324.0,752.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2019-10-10,156.415
77325.0,752.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2019-10-17,30.195
77326.0,752.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2019-10-24,197.5575
77328.0,752.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2019-11-07,40.26
77332.0,752.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2019-12-05,40.26
77336.0,752.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-01-02,104.02
77337.0,752.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-01-09,40.26
77338.0,752.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-01-16,234.765
77340.0,752.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-01-30,82.995
77351.0,752.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-04-16,45.2925
77352.0,752.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-04-23,123.81
77354.0,752.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2020-05-07,250.416
77356.0,752.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-05-21,123.81
77360.0,752.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-06-18,165.08
77368.0,752.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-08-13,110.66000000000001
77369.0,752.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-08-20,210.728
77382.0,752.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-11-19,165.08
77384.0,752.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-12-03,166.432
77386.0,752.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-12-17,104.325
77389.0,752.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2021-01-07,104.325
77394.0,752.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-02-11,111.28
77400.0,752.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-03-25,182.16
77404.0,752.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-04-22,82.995
77405.0,752.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-04-29,175.60666666666668
77408.0,752.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2021-05-20,165.08
77409.0,752.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-05-27,48.312
77414.0,752.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2021-07-01,156.51
